Identifier ,Term,Also known as,See Also,Definition ,Notes/Additional Info,External Identifier,External Version Number ,License ,Source,Link 
fairsem:277,Dataset,,,"A dataset is an organized collection of data. The most basic representation of a dataset is data elements presented in tabular form. Each column represents a particular variable. Each row corresponds to a given value of that column’s variable. A dataset may also present information in a variety of non-tabular formats, such as an extensible mark-up language (XML) file, a geospatial data file, or an image file, etc.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:278,/Developer page,,,A hub for API discovery which provides a common location where an organization’s APIs and their associated documentation. Such a hub is often located at www.example.com/developer.,,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:279,Database,,,A collection of data stored according to a schema and manipulated according to the rules set out in one Data Modelling Facility.,,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:28,EOSC,,,European Open Science Cloud,Video: https://www.youtube.com/watch?v=SC4-O8BmI4I ; Read: https://ec.europa.eu/research/openscience/index.cfm?pg=open-science-cloud  ,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:280,Endpoint,,,"An association between a binding and a network address, specified by a URI, that may be used to communicate with an instance of a service. An end point indicates a specific location for accessing a service using a specific protocol and data format.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:281,Error Response Code,,,"Errors are an inevitable part of API integration, and providing not only a robust set of clear and meaningful API error response codes, but a clear listing of these codes for developers to follow and learn from is essential. API errors are directly related to frustration during developer integration, the more friendlier and meaningful they are, the greater the chance a developer will move forward after encountering an error. Put a lot of consideration into your error responses and the documentation that educates developers.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:282,GitHub,,,"GitHub is a social coding platform allowing developers to publicly or privately build code repositories and interact with other developers around these repositories–providing the ability to download or fork a repository, as well as contribute back, resulting in a collaborative environment for software development.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:283,Hackathon,,,"An event in which computer programmers and others in the field of software development, like graphic designers, interface designers, project managers and computational philologists, collaborate intensively on software projects. Occasionally, there is a hardware component as well. Hackathons typically last between a day and a week in length. Some hackathons are intended simply for educational or social purposes, although in many cases the goal is to create usable software. Hackathons tend to have a specific focus, which can include the programming language used, the operating system, an application, an API, the subject, or the demographic group of the programmers. In other cases, there is no restriction on the type of software being created.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:284,Information,,,"Information, as defined in OMB Circular A-130, means any communication or representation of knowledge such as facts, data, or opinions in any medium or form, including textual, numerical, graphic, cartographic, narrative, or audiovisual forms.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:285,Information Life Cycle,,,"Information life cycle, as defined in OMB Circular A-130, means the stages through which information passes, typically characterized as creation or collection, processing, dissemination, use, storage, and disposition.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:286,Information System,,,"Information system, as defined in OMB Circular A-130, means a discrete set of information resources organized for the collection, processing, maintenance, transmission, and dissemination of information, in accordance with defined procedures, whether automated or manual.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:287,Information System Life Cycle,,,"Information system life cycle, as defined in OMB Circular A-130, means the phases through which an information system passes, typically characterized as initiation, development, operation, and termination.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:288,JSON,,,"JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write. It is easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language, Standard ECMA-262 3rd Edition - December 1999. JSON is a text format that is completely language independent but uses conventions that are familiar to programmers of the C-family of languages, including C, C++, C#, Java, JavaScript, Perl, Python, and many others. These properties make JSON an ideal data-interchange language.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:289,JSONP,,,JSONP or “JSON with padding” is a JSON extension wherein the name of a callback function is specified as an input argument of the underlying JSON call itself. JSONP makes use of runtime script tag injection.,,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:29,URI,,Persistant Identifier,"Uniform Resource Identifier, an actionable sequence of characters that identifies an entity",,,,,GO FAIR ,https://www.go-fair.org/resources/glossary/
fairsem:290,Machine-Readable File,,,Refers to information or data that is in a format that can be easily processed by a computer without human intervention while ensuring no semantic meaning is lost.,,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:291,Metadata,,,"To facilitate common understanding, a number of characteristics, or attributes, of data are defined. These characteristics of data are known as “metadata”, that is, “data that describes data.” For any particular datum, the metadata may describe how the datum is represented, ranges of acceptable values, its relationship to other data, and how it should be labeled. Metadata also may provide other relevant information, such as the responsible steward, associated laws and regulations, and access management policy. Each of the types of data described above has a corresponding set of metadata. Two of the many metadata standards are the Dublin Core Metadata Initiative (DCMI) and Department of Defense Discovery Metadata Standard (DDMS). The metadata for structured data objects describes the structure, data elements, interrelationships, and other characteristics of information, including its creation, disposition, access and handling controls, formats, content, and context, as well as related audit trails. Metadata includes data element names (such as Organization Name, Address, etc.), their definition, and their format (numeric, date, text, etc.). In contrast, data is the actual data values such as the “US Patent and Trade Office” or the “Social Security Administration” for the metadata called “Organization Name”. Metadata may include metrics about an organization’s data including its data quality (accuracy, completeness, etc.).",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:292,OAuth,,,"An open standard for authorization. It allows users to share their private resources stored on one site with another site without having to hand out their credentials, typically username and password.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
fairsem:293,Open Source Software,,,"Computer software that is available in source code form: the source code and certain other rights normally reserved for copyright holders are provided under an open-source license that permits users to study, change, improve and at times also to distribute the software. Open source software is very often developed in a public, collaborative manner. Open source software is the most prominent example of open source development and often compared to (technically defined) user-generated content or (legally defined) open content movements.",,,,CC BY 3.0 US,Project Open Data ,https://project-open-data.cio.gov/glossary/
